R_fighter,B_fighter,date,location,Winner,weight_class,B_wins,B_losses,B_draw,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_wins,R_losses,R_draw,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,B_age,R_age
Carlos Felipe,Justin Tafa,1/16/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,Heavyweight,1,1,0,0,0,0,1,0,0,Southpaw,182.88,187.96,264,1,1,0,0,0,1,0,0,0,Orthodox,182.88,190.5,245,27,26
Carlos Condit,Matt Brown,1/16/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,Welterweight,15,11,0,0,0,2,11,2,0,Orthodox,182.88,190.5,170,8,9,0,0,1,2,4,0,1,Orthodox,187.96,190.5,170,40,36
David Zawada,Ramazan Emeev,1/16/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,Welterweight,4,1,0,0,0,4,0,0,0,Southpaw,177.8,193.04,170,1,2,0,0,0,0,0,1,0,Orthodox,182.88,190.5,170,33,30
Joaquin Buckley,Alessio Di Chirico,1/16/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,Middleweight,3,5,0,0,2,0,1,0,0,Orthodox,182.88,187.96,185,2,1,0,0,0,0,2,0,0,Southpaw,177.8,193.04,185,31,26
Santiago Ponzinibbio,Li Jingliang,1/16/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,Welterweight,9,4,0,0,1,2,6,0,0,Orthodox,182.88,180.34,170,9,2,0,0,0,4,5,0,0,Orthodox,182.88,185.42,170,32,34
Max Holloway,Calvin Kattar,1/16/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,Featherweight,6,2,0,0,0,2,4,0,0,Orthodox,180.34,182.88,145,17,6,0,0,1,5,8,2,1,Orthodox,180.34,175.26,145,32,29
Sarah Moras,Vanessa Melo,1/16/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,WomenBantamweight,0,3,0,0,0,0,0,0,0,Orthodox,165.1,165.1,135,3,5,0,0,0,1,1,1,0,Orthodox,170.18,170.18,135,32,32
Jacob Kilburn,Austin Lingo,1/16/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,Featherweight,0,1,0,0,0,0,0,0,0,Orthodox,177.8,177.8,145,0,1,0,0,0,0,0,0,0,Orthodox,175.26,182.88,145,26,25
Marlon Moraes,Rob Font,12/19/2020,"Las Vegas, Nevada, USA",Blue,Bantamweight,7,3,0,0,0,2,4,1,0,Orthodox,172.72,180.34,135,5,3,0,0,2,0,2,1,0,Orthodox,167.64,170.18,135,33,32
Sijara Eubanks,Pannie Kianzad,12/19/2020,"Las Vegas, Nevada, USA",Blue,WomenBantamweight,2,2,0,0,0,2,0,0,0,Orthodox,170.18,167.64,135,4,3,0,0,0,4,0,0,0,Orthodox,162.56,170.18,135,29,35
Deron Winn,Antonio Arroyo,12/19/2020,"Las Vegas, Nevada, USA",Red,CatchWeight,0,1,0,0,0,0,0,0,0,Orthodox,190.5,185.42,185,1,2,0,0,0,1,0,0,0,Orthodox,167.64,177.8,185,31,31
Stephen Thompson,Geoff Neal,12/19/2020,"Las Vegas, Nevada, USA",Red,Welterweight,5,0,0,0,0,1,3,1,0,Southpaw,180.34,190.5,170,10,5,0,0,0,5,5,0,0,Orthodox,182.88,190.5,170,30,37
Jose Aldo,Marlon Vera,12/19/2020,"Las Vegas, Nevada, USA",Red,Bantamweight,10,5,0,0,0,1,5,4,0,Switch,172.72,177.8,135,10,6,0,0,0,6,4,0,0,Orthodox,170.18,177.8,135,28,34
Anthony Pettis,Alex Morono,12/19/2020,"Las Vegas, Nevada, USA",Red,Welterweight,7,4,0,0,1,4,1,1,0,Orthodox,180.34,182.88,170,10,9,0,0,1,2,3,4,0,Orthodox,177.8,182.88,155,30,33
Marcin Tybura,Greg Hardy,12/19/2020,"Las Vegas, Nevada, USA",Red,Heavyweight,4,3,0,0,0,1,3,0,0,Orthodox,195.58,203.2,265,7,5,0,0,0,5,2,0,0,Orthodox,190.5,198.12,249,32,35
Michel Pereira,Khaos Williams,12/19/2020,"Las Vegas, Nevada, USA",Red,Welterweight,2,0,0,0,0,0,2,0,0,Orthodox,182.88,195.58,170,2,2,0,0,0,0,1,1,0,Orthodox,185.42,185.42,170,26,27
Gillian Robertson,Taila Santos,12/19/2020,"Las Vegas, Nevada, USA",Blue,WomenFlyweight,1,1,0,0,0,1,0,0,0,Orthodox,167.64,172.72,125,6,2,0,0,0,1,1,4,0,Orthodox,165.1,160.02,125,27,25
Jimmy Flick,Cody Durden,12/19/2020,"Las Vegas, Nevada, USA",Red,Flyweight,0,1,0,0,0,0,0,0,0,Southpaw,170.18,170.18,125,0,0,0,0,0,0,0,0,0,Orthodox,170.18,172.72,125,29,30
Tafon Nchukwi,Jamie Pickett,12/19/2020,"Las Vegas, Nevada, USA",Red,Middleweight,0,0,0,0,0,0,0,0,0,Orthodox,187.96,203.2,185,0,0,0,0,0,0,0,0,0,Orthodox,182.88,195.58,205,32,26
Christos Giagos,Carlton Minus,12/19/2020,"Las Vegas, Nevada, USA",Red,CatchWeight,0,1,0,0,0,0,0,0,0,Orthodox,177.8,190.5,170,3,4,0,0,0,2,0,1,0,Orthodox,177.8,180.34,155,27,30
Renato Moicano,Rafael Fiziev,12/12/2020,"Las Vegas, Nevada, USA",Blue,Lightweight,2,1,0,0,0,2,0,0,0,Switch,172.72,180.34,155,6,3,0,0,2,1,0,3,0,Orthodox,180.34,182.88,155,27,31
Kevin Holland,Jacare Souza,12/12/2020,"Las Vegas, Nevada, USA",Red,Middleweight,9,5,0,0,0,1,4,4,0,Orthodox,185.42,182.88,185,7,2,0,0,2,1,2,2,0,Orthodox,190.5,205.74,185,41,28
Mackenzie Dern,Virna Jandiroba,12/12/2020,"Las Vegas, Nevada, USA",Red,WomenStrawweight,2,1,0,0,0,0,0,2,0,Orthodox,160.02,162.56,115,4,1,0,0,1,0,0,3,0,Orthodox,162.56,160.02,115,32,27
Tony Ferguson,Charles Oliveira,12/12/2020,"Las Vegas, Nevada, USA",Blue,Lightweight,17,9,0,0,0,1,2,14,0,Orthodox,177.8,187.96,155,15,2,0,0,1,3,3,6,2,Orthodox,180.34,193.04,155,31,36
Deiveson Figueiredo,Brandon Moreno,12/12/2020,"Las Vegas, Nevada, USA",Draw,Flyweight,6,3,0,0,1,2,1,2,0,Orthodox,170.18,177.8,125,9,1,0,0,1,1,4,3,0,Orthodox,165.1,172.72,125,27,32
Junior Dos Santos,Ciryl Gane,12/12/2020,"Las Vegas, Nevada, USA",Blue,Heavyweight,3,0,0,0,0,1,0,2,0,Orthodox,193.04,205.74,245,15,7,0,0,0,5,10,0,0,Orthodox,193.04,195.58,238,30,36
Gavin Tucker,Billy Quarantillo,12/12/2020,"Las Vegas, Nevada, USA",Red,Featherweight,3,0,0,0,0,1,1,1,0,Orthodox,177.8,177.8,145,3,1,0,0,0,1,0,2,0,Southpaw,167.64,167.64,145,32,34
Cub Swanson,Daniel Pineda,12/12/2020,"Las Vegas, Nevada, USA",Red,Featherweight,4,4,0,0,0,0,1,3,0,Orthodox,170.18,175.26,145,11,7,0,0,0,7,4,0,0,Orthodox,172.72,177.8,145,35,37
Tecia Torres,Sam Hughes,12/12/2020,"Las Vegas, Nevada, USA",Red,WomenStrawweight,0,0,0,0,0,0,0,0,0,Orthodox,165.1,162.56,115,7,5,0,0,0,6,0,1,0,Orthodox,154.94,152.4,115,28,31
Chase Hooper,Peter Barrett,12/12/2020,"Las Vegas, Nevada, USA",Red,Featherweight,0,1,0,0,0,0,0,0,0,Southpaw,177.8,185.42,145,1,1,0,0,0,0,1,0,0,Southpaw,185.42,187.96,145,34,21
Gabriel Benitez,Justin Jaynes,12/5/2020,"Las Vegas, Nevada, USA",Red,Lightweight,1,1,0,0,0,0,1,0,0,Orthodox,170.18,172.72,155,5,4,0,0,0,2,1,2,0,Southpaw,172.72,180.34,155,31,32
Roman Dolidze,John Allan,12/5/2020,"Las Vegas, Nevada, USA",Red,LightHeavyweight,0,1,0,0,0,0,0,0,0,Orthodox,185.42,190.5,205,1,0,0,0,0,0,1,0,0,Orthodox,187.96,193.04,205,27,32
Ilia Topuria,Damon Jackson,12/5/2020,"Las Vegas, Nevada, USA",Red,Featherweight,1,3,0,0,0,0,0,1,0,Switch,180.34,180.34,145,1,0,0,0,0,1,0,0,0,Orthodox,170.18,175.26,145,32,23
Louis Smolka,Jose Quinonez,12/5/2020,"Las Vegas, Nevada, USA",Red,Bantamweight,5,3,0,0,0,4,0,1,0,Southpaw,172.72,175.26,135,7,7,0,0,0,2,3,2,0,Orthodox,175.26,172.72,135,30,29
Gian Villante,Jake Collier,12/5/2020,"Las Vegas, Nevada, USA",Blue,Heavyweight,3,4,0,0,1,1,1,0,0,Orthodox,190.5,198.12,230,7,9,0,0,3,0,4,0,0,Orthodox,190.5,193.04,230,32,35
Ovince Saint Preux,Jamahal Hill,12/5/2020,"Las Vegas, Nevada, USA",Blue,LightHeavyweight,1,1,0,0,0,1,0,0,0,Southpaw,193.04,200.66,205,13,9,0,1,0,1,6,5,0,Southpaw,190.5,203.2,205,29,37
Matt Wiman,Jordan Leavitt,12/5/2020,"Las Vegas, Nevada, USA",Blue,Lightweight,0,0,0,0,0,0,0,0,0,Southpaw,175.26,180.34,155,10,7,0,0,0,5,2,3,0,Orthodox,177.8,172.72,155,25,37
Jack Hermansson,Marvin Vettori,12/5/2020,"Las Vegas, Nevada, USA",Blue,Middleweight,5,3,0,0,0,3,0,2,0,Southpaw,182.88,187.96,185,8,3,0,0,0,2,3,3,0,Orthodox,185.42,195.58,185,27,32
Ashlee Evans-Smith,Norma Dumont,11/28/2020,"Las Vegas, Nevada, USA",Blue,WomenBantamweight,0,1,0,0,0,0,0,0,0,Orthodox,170.18,170.18,135,3,4,0,0,1,1,1,0,0,Orthodox,172.72,170.18,135,30,33
Jonathan Pearce,Kai Kamaka,11/28/2020,"Las Vegas, Nevada, USA",Red,Featherweight,1,0,0,0,0,1,0,0,0,Orthodox,170.18,175.26,145,0,1,0,0,0,0,0,0,0,Switch,182.88,180.34,145,25,28
Miguel Baeza,Takashi Sato,11/28/2020,"Las Vegas, Nevada, USA",Red,Welterweight,2,1,0,0,0,0,2,0,0,Southpaw,177.8,185.42,170,2,0,0,0,0,0,2,0,0,Orthodox,187.96,187.96,170,30,28
Josh Parisian,Parker Porter,11/28/2020,"Las Vegas, Nevada, USA",Blue,Heavyweight,0,1,0,0,0,0,0,0,0,Orthodox,182.88,190.5,265,0,0,0,0,0,0,0,0,0,Orthodox,193.04,200.66,265,35,31
Anthony Smith,Devin Clark,11/28/2020,"Las Vegas, Nevada, USA",Red,LightHeavyweight,6,4,0,0,0,6,0,0,0,Orthodox,182.88,190.5,205,8,6,0,0,0,1,5,2,0,Orthodox,193.04,193.04,205,30,32
Spike Carlyle,Bill Algeo,11/28/2020,"Las Vegas, Nevada, USA",Blue,Featherweight,0,1,0,0,0,0,0,0,0,Switch,182.88,185.42,145,1,1,0,0,0,0,1,0,0,Switch,172.72,180.34,145,31,27
Martin Day,Anderson Dos Santos,11/28/2020,"Las Vegas, Nevada, USA",Blue,Bantamweight,0,2,0,0,0,0,0,0,0,Orthodox,165.1,177.8,135,0,2,0,0,0,0,0,0,0,Orthodox,177.8,185.42,145,35,32
Luke Sanders,Nate Maness,11/28/2020,"Las Vegas, Nevada, USA",Blue,CatchWeight,1,0,0,0,0,1,0,0,0,Orthodox,177.8,182.88,135,3,3,0,0,0,1,1,1,0,Southpaw,167.64,170.18,135,29,34
Gina Mazany,Rachael Ostovich,11/28/2020,"Las Vegas, Nevada, USA",Red,WomenFlyweight,1,2,0,0,0,0,0,1,0,Orthodox,160.02,157.48,125,1,4,0,0,0,1,0,0,0,Southpaw,167.64,172.72,125,29,32
Su Mudaerji,Malcolm Gordon,11/28/2020,"Las Vegas, Nevada, USA",Red,Flyweight,0,1,0,0,0,0,0,0,0,Switch,170.18,180.34,125,1,1,0,0,0,1,0,0,0,Southpaw,172.72,182.88,125,30,24
Brandon Moreno,Brandon Royval,11/21/2020,"Las Vegas, Nevada, USA",Red,Flyweight,2,0,0,0,0,0,0,2,0,Southpaw,175.26,172.72,125,5,3,0,0,1,2,0,2,0,Orthodox,170.18,177.8,125,28,26
Joaquin Buckley,Jordan Wright,11/21/2020,"Las Vegas, Nevada, USA",Red,Middleweight,1,0,0,0,0,0,0,0,1,Orthodox,187.96,195.58,205,1,1,0,0,0,0,1,0,0,Southpaw,177.8,193.04,185,29,26
Katlyn Chookagian,Cynthia Calvillo,11/21/2020,"Las Vegas, Nevada, USA",Red,WomenFlyweight,6,2,0,0,0,3,0,3,0,Orthodox,162.56,162.56,125,7,4,0,0,1,6,0,0,0,Orthodox,175.26,172.72,125,33,31
Antonina Shevchenko,Ariane Lipski,11/21/2020,"Las Vegas, Nevada, USA",Red,WomenFlyweight,2,2,0,0,0,1,0,1,0,Orthodox,167.64,170.18,125,2,2,0,0,0,1,0,1,0,Southpaw,172.72,170.18,125,26,36
Valentina Shevchenko,Jennifer Maia,11/21/2020,"Las Vegas, Nevada, USA",Red,WomenFlyweight,3,2,0,0,0,2,0,1,0,Orthodox,162.56,162.56,125,8,2,0,0,1,3,2,2,0,Southpaw,165.1,167.64,125,32,32
Deiveson Figueiredo,Alex Perez,11/21/2020,"Las Vegas, Nevada, USA",Red,Flyweight,6,1,0,0,0,2,2,2,0,Orthodox,167.64,165.1,125,8,1,0,0,1,1,4,2,0,Orthodox,165.1,172.72,125,28,32
Mauricio Rua,Paul Craig,11/21/2020,"Las Vegas, Nevada, USA",Blue,LightHeavyweight,5,5,0,0,0,0,0,5,0,Orthodox,190.5,193.04,205,11,10,0,0,2,1,8,0,0,Orthodox,185.42,193.04,205,32,38
Mike Perry,Tim Means,11/21/2020,"Las Vegas, Nevada, USA",Blue,Welterweight,12,10,0,0,1,4,5,2,0,Orthodox,187.96,190.5,170,7,6,0,0,1,2,4,0,0,Orthodox,177.8,180.34,170,36,29
Alan Jouban,Jared Gooden,11/21/2020,"Las Vegas, Nevada, USA",Red,Welterweight,0,0,0,0,0,0,0,0,0,Orthodox,182.88,195.58,170,7,5,0,0,0,3,4,0,0,Southpaw,182.88,185.42,170,26,38
Daniel Rodriguez,Nicolas Dalby,11/21/2020,"Las Vegas, Nevada, USA",Blue,Welterweight,2,4,0,0,1,1,0,0,0,Orthodox,180.34,187.96,170,3,0,0,0,0,1,1,1,0,Southpaw,185.42,187.96,170,36,33
Louis Cosce,Sasha Palatnikov,11/21/2020,"Las Vegas, Nevada, USA",Blue,Welterweight,0,0,0,0,0,0,0,0,0,Switch,185.42,182.88,170,0,0,0,0,0,0,0,0,0,Orthodox,175.26,180.34,170,31,25
Kyle Daukaus,Dustin Stoltzfus,11/21/2020,"Las Vegas, Nevada, USA",Red,Middleweight,0,0,0,0,0,0,0,0,0,Orthodox,182.88,190.5,185,0,1,0,0,0,0,0,0,0,Southpaw,190.5,193.04,185,29,27
Ashley Yoder,Miranda Granger,11/14/2020,"Las Vegas, Nevada, USA",Red,WomenStrawweight,1,1,0,0,0,1,0,0,0,Orthodox,170.18,172.72,125,2,5,0,0,1,1,0,0,0,Southpaw,170.18,175.26,115,28,33
Kay Hansen,Cory McKenna,11/14/2020,"Las Vegas, Nevada, USA",Blue,WomenStrawweight,0,0,0,0,0,0,0,0,0,Orthodox,160.02,147.32,115,1,0,0,0,0,0,0,1,0,Orthodox,157.48,160.02,115,21,21
Randa Markos,Kanako Murata,11/14/2020,"Las Vegas, Nevada, USA",Blue,WomenStrawweight,0,0,0,0,0,0,0,0,0,Orthodox,154.94,157.48,115,6,9,0,0,2,3,0,1,0,Orthodox,162.56,160.02,115,27,35
Brendan Allen,Sean Strickland,11/14/2020,"Las Vegas, Nevada, USA",Blue,CatchWeight,8,3,0,0,2,3,2,1,0,Orthodox,185.42,193.04,185,3,0,0,0,0,1,1,1,0,Orthodox,187.96,190.5,185,29,24
Geraldo de Freitas,Tony Gravely,11/14/2020,"Las Vegas, Nevada, USA",Blue,Bantamweight,0,1,0,0,0,0,0,0,0,Orthodox,165.1,175.26,135,1,1,0,0,0,1,0,0,0,Orthodox,170.18,182.88,135,29,29
Alex Morono,Rhys McKee,11/14/2020,"Las Vegas, Nevada, USA",Red,Welterweight,0,1,0,0,0,0,0,0,0,Orthodox,187.96,198.12,170,6,4,0,0,1,3,1,1,0,Orthodox,180.34,182.88,170,25,30
Abdul Razak Alhassan,Khaos Williams,11/14/2020,"Las Vegas, Nevada, USA",Blue,Welterweight,1,0,0,0,0,0,1,0,0,Orthodox,182.88,195.58,170,4,2,0,0,0,0,4,0,0,Orthodox,177.8,185.42,170,26,35
Paul Felder,Rafael Dos Anjos,11/14/2020,"Las Vegas, Nevada, USA",Blue,Lightweight,18,11,0,0,0,10,4,4,0,Southpaw,172.72,177.8,155,9,5,0,0,2,2,4,1,0,Orthodox,180.34,177.8,155,36,36
Don'Tale Mayes,Roque Martinez,11/14/2020,"Las Vegas, Nevada, USA",Red,Heavyweight,0,1,0,0,0,0,0,0,0,Orthodox,177.8,182.88,250,0,2,0,0,0,0,0,0,0,Orthodox,198.12,205.74,260,34,28
Thiago Santos,Glover Teixeira,11/7/2020,"Las Vegas, Nevada, USA",Blue,LightHeavyweight,14,5,0,0,1,2,5,5,1,Orthodox,187.96,193.04,205,13,6,0,0,0,2,11,0,0,Orthodox,187.96,193.04,205,41,36
Andrei Arlovski,Tanner Boser,11/7/2020,"Las Vegas, Nevada, USA",Red,Heavyweight,3,1,0,0,0,1,2,0,0,Orthodox,187.96,190.5,255,18,14,0,0,1,6,9,2,0,Orthodox,190.5,195.58,240,29,41
Alexandr Romanov,Marcos Rogerio de Lima,11/7/2020,"Las Vegas, Nevada, USA",Red,Heavyweight,6,4,0,0,0,1,4,1,0,Orthodox,185.42,190.5,253,1,0,0,0,0,0,0,1,0,Southpaw,187.96,190.5,262,35,29
Claudia Gadelha,Yan Xiaonan,11/7/2020,"Las Vegas, Nevada, USA",Blue,WomenStrawweight,5,0,0,0,0,5,0,0,0,Orthodox,165.1,160.02,115,7,4,0,0,2,4,0,1,0,Orthodox,162.56,160.02,115,31,31
Darren Elkins,Eduardo Garagorri,11/7/2020,"Las Vegas, Nevada, USA",Red,Featherweight,1,1,0,0,0,1,0,0,0,Orthodox,175.26,177.8,145,14,8,0,0,2,8,3,1,0,Orthodox,177.8,180.34,145,31,36
Giga Chikadze,Jamey Simmons,11/7/2020,"Las Vegas, Nevada, USA",Red,Featherweight,0,0,0,0,0,0,0,0,0,Orthodox,167.64,177.8,145,4,0,0,0,2,2,0,0,0,Orthodox,182.88,187.96,145,28,32
Raoni Barcelos,Khalid Taha,11/7/2020,"Las Vegas, Nevada, USA",Red,Bantamweight,1,2,0,0,0,0,1,0,0,Orthodox,165.1,175.26,135,4,0,0,0,0,1,2,1,0,Orthodox,170.18,170.18,135,28,33
Trevin Giles,Bevon Lewis,11/7/2020,"Las Vegas, Nevada, USA",Red,Middleweight,1,2,0,0,0,1,0,0,0,Orthodox,190.5,200.66,185,3,2,0,0,1,0,2,0,0,Orthodox,182.88,187.96,185,29,28
Gustavo Lopez,Anthony Birchak,11/7/2020,"Las Vegas, Nevada, USA",Red,Bantamweight,2,2,0,0,1,0,1,0,0,Orthodox,172.72,175.26,135,0,1,0,0,0,0,0,0,0,Orthodox,165.1,170.18,135,34,31
Max Griffin,Ramiz Brahimaj,11/7/2020,"Las Vegas, Nevada, USA",Red,Welterweight,0,0,0,0,0,0,0,0,0,Orthodox,177.8,182.88,170,3,6,0,1,0,1,1,0,0,Orthodox,180.34,193.04,170,27,34
Chris Gruetzemacher,Alexander Hernandez,10/31/2020,"Las Vegas, Nevada, USA",Blue,Lightweight,3,2,0,0,0,2,1,0,0,Orthodox,175.26,182.88,155,2,2,0,0,0,1,1,0,0,Orthodox,172.72,172.72,155,28,34
Adrian Yanez,Victor Rodriguez,10/31/2020,"Las Vegas, Nevada, USA",Red,Bantamweight,0,0,0,0,0,0,0,0,0,Switch,165.1,170.18,135,0,0,0,0,0,0,0,0,0,Orthodox,170.18,177.8,135,28,26
Maurice Greene,Greg Hardy,10/31/2020,"Las Vegas, Nevada, USA",Blue,Heavyweight,3,3,0,0,0,1,2,0,0,Orthodox,195.58,203.2,265,4,2,0,0,1,0,1,2,0,Orthodox,200.66,203.2,258,32,34
Sean Strickland,Jack Marshman,10/31/2020,"Las Vegas, Nevada, USA",Red,Middleweight,3,4,0,0,1,1,1,0,0,Orthodox,182.88,185.42,185,7,3,0,0,2,2,2,1,0,Orthodox,185.42,193.04,185,30,29
Bobby Green,Thiago Moises,10/31/2020,"Las Vegas, Nevada, USA",Blue,Lightweight,2,2,0,0,0,1,0,1,0,Orthodox,175.26,177.8,155,8,6,0,0,1,5,1,1,0,Orthodox,177.8,180.34,155,25,34
Kevin Holland,Charlie Ontiveros,10/31/2020,"Las Vegas, Nevada, USA",Red,Middleweight,0,0,0,0,0,0,0,0,0,Switch,187.96,198.12,185,6,2,0,0,2,1,2,1,0,Orthodox,190.5,205.74,185,29,27
Uriah Hall,Anderson Silva,10/31/2020,"Las Vegas, Nevada, USA",Red,Middleweight,17,7,0,0,0,3,11,3,0,Southpaw,187.96,195.58,185,8,7,0,0,1,1,4,0,2,Orthodox,182.88,200.66,185,45,36
Bryce Mitchell,Andre Fili,10/31/2020,"Las Vegas, Nevada, USA",Red,Featherweight,9,6,0,0,2,4,3,0,0,Orthodox,180.34,187.96,145,4,0,0,1,0,2,0,1,0,Southpaw,177.8,177.8,145,30,26
Dustin Jacoby,Justin Ledet,10/31/2020,"Las Vegas, Nevada, USA",Red,LightHeavyweight,3,3,0,0,1,1,0,1,0,Orthodox,193.04,203.2,205,0,2,0,0,0,0,0,0,0,Orthodox,190.5,193.04,205,32,32
Cole Williams,Jason Witt,10/31/2020,"Las Vegas, Nevada, USA",Blue,Welterweight,0,1,0,0,0,0,0,0,0,Orthodox,177.8,177.8,170,0,1,0,0,0,0,0,0,0,Orthodox,182.88,185.42,170,33,36
Miles Johns,Kevin Natividad,10/31/2020,"Las Vegas, Nevada, USA",Red,Bantamweight,0,0,0,0,0,0,0,0,0,Orthodox,167.64,177.8,145,1,1,0,0,1,0,0,0,0,Orthodox,170.18,167.64,135,27,26
Jacob Malkoun,Phil Hawes,10/24/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,Middleweight,0,0,0,0,0,0,0,0,0,Orthodox,182.88,195.58,185,0,0,0,0,0,0,0,0,0,Orthodox,175.26,185.42,185,31,25
Alexander Volkov,Walt Harris,10/24/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,Heavyweight,6,8,0,0,0,0,6,0,0,Southpaw,195.58,195.58,250,5,2,0,0,1,2,2,0,0,Orthodox,200.66,203.2,250,37,32
Magomed Ankalaev,Ion Cutelaba,10/24/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,LightHeavyweight,4,4,0,0,0,1,3,0,0,Southpaw,185.42,190.5,205,4,1,0,0,0,1,3,0,0,Orthodox,190.5,190.5,205,26,28
Stefan Struve,Tai Tuivasa,10/24/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,Heavyweight,3,3,0,0,0,1,2,0,0,Southpaw,187.96,190.5,264,13,10,0,1,0,1,5,6,0,Orthodox,210.82,213.36,265,27,32
Robert Whittaker,Jared Cannonier,10/24/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,Middleweight,6,4,0,0,0,1,5,0,0,Switch,180.34,195.58,185,12,3,0,0,1,6,5,0,0,Orthodox,182.88,185.42,185,36,29
Lauren Murphy,Liliya Shakirova,10/24/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,WomenFlyweight,0,0,0,0,0,0,0,0,0,Orthodox,162.56,165.1,125,5,4,0,0,2,1,2,0,0,Orthodox,165.1,170.18,125,29,37
Khabib Nurmagomedov,Justin Gaethje,10/24/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,Lightweight,5,2,0,0,0,0,5,0,0,Orthodox,180.34,177.8,155,12,0,0,0,0,6,2,4,0,Orthodox,177.8,177.8,155,31,32
Nathaniel Wood,Casey Kenney,10/24/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,CatchWeight,4,1,0,0,0,3,0,1,0,Southpaw,170.18,172.72,140,4,1,0,0,0,1,0,3,0,Orthodox,167.64,175.26,140,29,27
Joel Alvarez,Alexander Yakovlev,10/24/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,Lightweight,3,5,0,0,0,1,1,1,0,Southpaw,190.5,187.96,155,2,1,0,0,0,0,1,1,0,Orthodox,190.5,195.58,155,36,26
Liana Jojua,Miranda Maverick,10/24/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,WomenFlyweight,0,0,0,0,0,0,0,0,0,Southpaw,160.02,165.1,125,1,1,0,0,0,0,0,1,0,Orthodox,162.56,157.48,125,23,25
Da-Un Jung,Sam Alvey,10/24/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Draw,LightHeavyweight,10,9,0,0,2,2,5,1,0,Southpaw,187.96,190.5,205,2,0,0,0,0,0,1,1,0,Orthodox,193.04,198.12,205,34,26
Alex Oliveira,Shavkat Rakhmonov,10/24/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,Welterweight,0,0,0,0,0,0,0,0,0,Orthodox,185.42,195.58,170,11,7,0,0,1,3,4,3,0,Orthodox,180.34,193.04,170,26,32
Katlyn Chookagian,Jessica Andrade,10/17/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,WomenFlyweight,11,6,0,0,1,5,3,2,0,Orthodox,154.94,157.48,115,7,3,0,0,1,6,0,0,0,Orthodox,175.26,172.72,125,29,31
Thomas Almeida,Jonathan Martinez,10/17/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,Featherweight,3,2,0,0,0,1,2,0,0,Southpaw,172.72,177.8,135,5,3,0,0,0,1,4,0,0,Southpaw,170.18,177.8,145,26,29
Jimmy Crute,Modestas Bukauskas,10/17/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,LightHeavyweight,1,0,0,0,0,0,1,0,0,Switch,190.5,198.12,205,3,1,0,0,0,0,1,2,0,Orthodox,187.96,187.96,205,26,24
Mateusz Gamrot,Guram Kutateladze,10/17/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,Lightweight,0,0,0,0,0,0,0,0,0,Orthodox,180.34,182.88,155,0,0,0,0,0,0,0,0,0,Southpaw,177.8,177.8,155,28,29
Junyong Park,John Phillips,10/17/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,Middleweight,1,4,0,0,0,0,1,0,0,Southpaw,180.34,190.5,185,1,1,0,0,0,1,0,0,0,Orthodox,177.8,185.42,185,35,29
Gillian Robertson,Poliana Botelho,10/17/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,WomenFlyweight,3,1,0,0,0,2,1,0,0,Orthodox,172.72,170.18,115,5,2,0,0,0,0,1,4,0,Orthodox,165.1,160.02,125,31,25
